subject,ptge_clean_angular_error,ptge_corrupted_angular_error_noise,ptge_corrupted_angular_error_blur,spaze_clean_angular_error,spaze_corrupted_angular_error_noise,spaze_corrupted_angular_error_blur
p00,96.10797342936198,96.10800799560546,96.1067521870931,79.62430246988933,74.22585896046957,80.8032314453125
